district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;general;general_basic_and_below_basic;general_proficient_and_advance;obc;obc_basic_and_below_basic;obc_proficient_and_advance;sc;sc_basic_and_below_basic;sc_proficient_and_advance;st;st_basic_and_below_basic;st_proficient_and_advance
Daman;Daman & Diu;2502;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2502;25;sst;35.751583;85.299095;14.700908;33.86762;91.71949;8.280508;32.63664;9.483569;90.51643;32.543755;87.66374;12.336255
Daman;Daman & Diu;2502;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2502;25;eng;51.07291;19.201921;80.79808;53.543545;24.175858;75.82414;48.69434;88.10895;11.89105;35.218826;60.46225;39.53775
Daman;Daman & Diu;2502;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2502;25;math;31.309774;80.0837;19.9163;27.848364;94.49844;5.5015554;23.67348;9.295875;90.704124;26.614695;98.388725;1.611273
Daman;Daman & Diu;2502;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2502;25;mil;45.868607;80.88236;19.117638;45.253914;87.00679;12.993207;36.643963;0;100;33.742413;98.21016;1.7898425
Daman;Daman & Diu;2502;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2502;25;sci;37.957672;92.795044;7.204956;38.811634;88.79437;11.205631;32.941887;7.4847975;92.515205;29.14921;97.973404;2.026593
Daman;Daman & Diu;2502;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2502;25;sst;43.462143;74.99898;25.001026;38.89416;83.02079;16.979208;35.70554;15.813605;84.18639;34.035583;93.326805;6.673198
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2601;26;evs;46.739395;73.182365;26.817633;34.103477;96.479416;3.5205874;29.500307;0;100;35.2755;89.085785;10.914215
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2601;26;language;52.47363;70.681656;29.318348;45.078827;82.52409;17.47591;33.925423;0;100;35.757767;88.98353;11.016471
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2601;26;math;48.523;69.24978;30.750221;36.82934;90.47368;9.526322;38.454273;0;100;33.00841;89.967995;10.032003
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2601;26;evs;38.369835;87.21178;12.788225;46.444336;80.36033;19.639673;41.49632;23.956448;76.04355;36.485344;88.51488;11.485123
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2601;26;language;44.773552;76.02615;23.973845;46.597656;70.69906;29.30094;49.898163;31.824053;68.17595;40.860703;82.804;17.196001
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2601;26;math;35.05425;89.73757;10.26243;38.74412;86.41653;13.583472;44.949963;16.791534;83.208466;32.256485;92.24573;7.7542686
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2601;26;language;59.31359;56.7265;43.2735;63.03603;53.34036;46.65964;49.371094;17.803213;82.196785;53.001713;72.922806;27.077196
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2601;26;math;34.685993;76.34946;23.650543;36.44294;77.72779;22.272211;38.204212;22.757198;77.2428;30.099276;92.13146;7.8685346
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2601;26;sci;40.977333;70.53547;29.464533;46.63231;67.79032;32.20968;37.633392;13.596833;86.40317;32.192253;92.59917;7.4008317
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2601;26;sst;39.503822;88.05396;11.946036;42.035282;80.38719;19.612806;31.037811;3.6922252;96.30778;34.340935;94.7511;5.2489
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2601;26;eng;50.04031;29.816357;70.18365;47.51187;30.084433;69.915565;35.935486;55.85854;44.14146;32.03817;65.70029;34.299717
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2601;26;math;30.36351;77.68345;22.31655;28.703068;82.89835;17.101645;25.487137;4.3695745;95.630424;25.271221;95.313354;4.6866436
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2601;26;mil;41.91188;90.47104;9.528959;41.918755;86.03079;13.969205;44.01114;8.10732;91.89268;33.097065;98.7144;1.2856008
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2601;26;sci;36.346607;88.220245;11.779755;33.460453;93.56792;6.432084;37.014915;5.0111895;94.98881;29.36718;97.0802;2.9198003
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;2601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2601;26;sst;39.082565;81.648224;18.351778;45.971172;77.05718;22.942818;37.81795;3.8737192;96.12628;30.288252;98.11644;1.8835567
Jamnagar;Gujarat;2410;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2410;24;evs;52.88168;66.91867;33.08133;54.681065;66.72946;33.270535;48.085327;30.346582;69.65342;52.45715;61.650818;38.349182
Jamnagar;Gujarat;2410;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2410;24;language;62.446587;65.83995;34.16005;58.939354;73.01604;26.983965;59.36934;29.024534;70.975464;49.83469;84.93299;15.067006
Jamnagar;Gujarat;2410;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2410;24;math;53.593395;66.703575;33.29642;52.102257;70.12933;29.870668;50.833664;39.435863;60.564137;47.128593;77.0999;22.9001
Jamnagar;Gujarat;2410;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2410;24;evs;45.851734;79.660576;20.339426;42.298306;81.097466;18.902538;38.936424;14.59439;85.40561;52.20671;65.683044;34.316956
Jamnagar;Gujarat;2410;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2410;24;language;52.626564;66.81805;33.181953;44.79681;79.40356;20.596445;47.03318;24.722685;75.27731;48.17482;73.11141;26.88859
Jamnagar;Gujarat;2410;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2410;24;math;39.91025;86.11853;13.881467;37.192585;86.03366;13.966338;37.168446;13.546525;86.453476;46.848545;76.99892;23.00108
Jamnagar;Gujarat;2410;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2410;24;language;62.891376;50.72793;49.27207;54.82421;62.46073;37.53927;53.882175;20.419575;79.58042;48.550385;88.8723;11.127698
Jamnagar;Gujarat;2410;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2410;24;math;38.930756;71.11415;28.885847;31.810272;83.66323;16.336765;31.049885;16.42069;83.57931;30.692385;88.64078;11.359224
Jamnagar;Gujarat;2410;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2410;24;sci;44.027546;61.76582;38.23418;37.09586;77.530975;22.469028;41.942093;26.323551;73.67645;35.717316;86.141174;13.858824
Jamnagar;Gujarat;2410;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2410;24;sst;41.962936;79.450226;20.549776;35.54103;90.17855;9.821447;37.33704;13.963321;86.03668;36.560062;91.63153;8.368466
Jamnagar;Gujarat;2410;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2410;24;eng;57.12366;17.047686;82.95232;44.22432;37.25573;62.74427;41.738167;64.06008;35.93992;37.55417;46.664795;53.335205
Jamnagar;Gujarat;2410;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2410;24;math;38.20326;64.73385;35.266148;28.812283;86.61544;13.384562;28.318102;10.117977;89.88202;26.000496;93.5789;6.4210963
Jamnagar;Gujarat;2410;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2410;24;mil;50.50445;81.7228;18.277203;44.897923;89.76141;10.23859;39.75099;6.7554936;93.24451;40.073517;100;0
Jamnagar;Gujarat;2410;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2410;24;sci;44.398827;74.18321;25.816788;34.248825;94.80944;5.190556;31.740273;1.8801244;98.11987;29.868547;100;0
Jamnagar;Gujarat;2410;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2410;24;sst;47.51425;65.27945;34.72055;39.028896;88.101685;11.898312;37.41416;11.944487;88.05551;40.79534;81.15449;18.845509
Nandurbar;Maharashtra;2701;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2701;27;evs;60.014214;56.483295;43.516705;59.848866;51.81894;48.18106;59.113865;42.240726;57.759274;62.344967;48.065914;51.934086
Nandurbar;Maharashtra;2701;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2701;27;language;69.85647;50.77548;49.22452;62.44496;61.751236;38.248764;60.716984;17.921133;82.078865;66.61703;61.684254;38.315746
Nandurbar;Maharashtra;2701;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2701;27;math;63.13167;48.67081;51.32919;55.17011;58.850166;41.149834;57.678314;42.627968;57.372032;59.903942;53.45475;46.54525
Nandurbar;Maharashtra;2701;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2701;27;evs;51.33743;63.646435;36.353565;56.38365;51.032066;48.967934;62.078655;52.97073;47.02927;53.195118;51.953747;48.046253
Nandurbar;Maharashtra;2701;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2701;27;language;59.103718;50.73597;49.26403;63.28589;49.584404;50.415596;68.77308;45.074425;54.925575;60.200916;50.72341;49.27659
Nandurbar;Maharashtra;2701;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2701;27;math;46.914417;65.002625;34.99738;53.1315;60.106236;39.893764;53.979626;46.44034;53.55966;47.02342;65.762436;34.237564
Nandurbar;Maharashtra;2701;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2701;27;language;53.974255;65.295074;34.704926;61.205765;52.362514;47.637486;48.543373;27.03067;72.96933;49.562435;72.547516;27.452488
Nandurbar;Maharashtra;2701;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2701;27;math;35.74192;72.95834;27.041656;39.914654;59.550507;40.449493;32.798523;25.867977;74.13202;38.213223;60.08244;39.91756
Nandurbar;Maharashtra;2701;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2701;27;sci;41.532375;67.88345;32.116543;44.138405;56.636765;43.363235;37.807;25.53024;74.469765;40.70239;67.08727;32.91273
Nandurbar;Maharashtra;2701;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2701;27;sst;41.544785;77.45446;22.545538;45.958218;66.792984;33.207012;40.252846;26.010372;73.989624;42.753407;72.175964;27.824036
Nandurbar;Maharashtra;2701;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2701;27;eng;50.75689;29.484196;70.5158;49.57831;29.962471;70.03753;57.39331;71.975784;28.024216;39.198254;48.186626;51.813374
Nandurbar;Maharashtra;2701;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2701;27;math;35.98586;70.77413;29.225866;36.6362;70.31294;29.687061;28.334173;16.095411;83.90459;28.55105;82.06907;17.930933
Nandurbar;Maharashtra;2701;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2701;27;mil;46.575012;80.6028;19.397203;46.11472;80.50938;19.490625;55.969173;28.417362;71.582634;39.711575;90.35062;9.649387
Nandurbar;Maharashtra;2701;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2701;27;sci;42.9442;85.67392;14.326083;39.970543;80.15415;19.845848;38.34336;11.485446;88.51456;32.809006;91.94508;8.054915
Nandurbar;Maharashtra;2701;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2701;27;sst;41.5411;64.946495;35.053505;39.45756;77.72896;22.27104;38.305492;24.060007;75.939995;34.510994;87.9919;12.008106
Dhule;Maharashtra;2702;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2702;27;evs;61.123615;50.310314;49.689686;61.788353;47.815346;52.184654;59.564774;45.646614;54.353386;62.727352;44.98605;55.01395
Dhule;Maharashtra;2702;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2702;27;language;60.734287;65.547066;34.452934;64.522354;56.03208;43.96792;66.31646;38.70999;61.29001;62.44211;61.82995;38.17005
Dhule;Maharashtra;2702;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2702;27;math;59.274124;49.711315;50.288685;61.363655;52.08842;47.91158;58.985462;34.89542;65.104576;60.382248;49.275223;50.724777
Dhule;Maharashtra;2702;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2702;27;evs;53.298233;52.995613;47.004387;53.148678;62.229324;37.770676;60.052425;57.252457;42.747543;60.089947;41.655693;58.344307
Dhule;Maharashtra;2702;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2702;27;language;59.293858;49.277676;50.722324;59.647156;49.55951;50.44049;64.63718;58.736706;41.263294;63.562664;43.777004;56.222996
Dhule;Maharashtra;2702;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2702;27;math;50.823635;60.799545;39.200455;47.445225;69.515724;30.484276;50.839874;34.22549;65.774506;50.566494;64.270874;35.729126
Dhule;Maharashtra;2702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2702;27;language;58.144917;57.302917;42.697083;57.37758;63.125244;36.874756;55.22162;35.289703;64.7103;51.521156;75.61883;24.381172
Dhule;Maharashtra;2702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2702;27;math;35.23313;77.131516;22.868488;36.876892;70.07878;29.921217;34.15918;18.156288;81.84371;38.357697;63.797623;36.202377
Dhule;Maharashtra;2702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2702;27;sci;41.101696;70.38453;29.615473;38.86626;72.54758;27.452423;40.578815;25.759077;74.24092;38.868282;74.51769;25.482306
Dhule;Maharashtra;2702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2702;27;sst;40.764313;79.567764;20.432236;44.520164;71.27365;28.726353;41.224342;36.05213;63.94787;45.907223;59.941544;40.058456
Dhule;Maharashtra;2702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2702;27;eng;46.554302;30.505829;69.49417;46.14667;24.055355;75.94465;48.106937;73.49921;26.500793;49.44961;23.956547;76.04345
Dhule;Maharashtra;2702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2702;27;math;35.414505;63.667442;36.332558;28.623384;85.8918;14.108197;31.37098;16.491905;83.508095;31.339233;78.826225;21.173773
Dhule;Maharashtra;2702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2702;27;mil;43.630634;89.02217;10.97783;44.98812;88.57176;11.42824;41.181004;6.303754;93.69624;46.81167;90.41421;9.585796
Dhule;Maharashtra;2702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2702;27;sci;39.006508;95.249275;4.750725;35.643734;98.767586;1.2324172;30.710447;6.3566556;93.64334;35.681427;96.00971;3.99029
Dhule;Maharashtra;2702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2702;27;sst;43.10272;74.610855;25.389141;36.577644;89.214455;10.785545;36.178337;17.888742;82.11126;42.033432;73.612305;26.387695
Jalgaon;Maharashtra;2703;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2703;27;evs;66.32703;40.761265;59.238735;60.37311;55.40732;44.59268;59.339573;45.908615;54.091385;61.759163;51.691666;48.308334
Jalgaon;Maharashtra;2703;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2703;27;language;70.53849;52.109318;47.890682;64.269394;62.939785;37.060215;65.38943;43.764538;56.235462;67.22589;58.863842;41.136158
Jalgaon;Maharashtra;2703;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2703;27;math;63.938705;43.4701;56.5299;60.69501;51.749462;48.250538;61.574768;46.01165;53.98835;60.634724;56.468662;43.531338
Jalgaon;Maharashtra;2703;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2703;27;evs;52.182224;64.034615;35.965385;49.59695;68.87575;31.124254;46.712906;28.918266;71.08173;52.455475;57.929947;42.070053
Jalgaon;Maharashtra;2703;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2703;27;language;56.016384;54.836178;45.163822;55.26508;56.048824;43.951176;53.82106;35.97596;64.02404;57.86787;55.97172;44.02828
Jalgaon;Maharashtra;2703;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2703;27;math;44.781017;77.33998;22.660019;43.090282;77.1334;22.866596;41.46911;27.282568;72.71743;46.572716;61.04432;38.95568
Jalgaon;Maharashtra;2703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2703;27;language;49.2048;68.98841;31.01159;58.83124;56.726414;43.273586;55.61837;38.46809;61.53191;49.82411;70.38982;29.610182
Jalgaon;Maharashtra;2703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2703;27;math;32.004898;80.73013;19.269869;36.545414;72.072945;27.927055;35.050602;26.63081;73.36919;32.031742;77.79705;22.202953
Jalgaon;Maharashtra;2703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2703;27;sci;37.24741;78.61957;21.380434;42.77066;62.817196;37.182804;40.255486;27.973518;72.02648;36.400986;77.033226;22.96677
Jalgaon;Maharashtra;2703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2703;27;sst;34.771305;85.72111;14.278894;43.2351;71.96497;28.035025;38.973637;18.603724;81.39628;36.993416;83.053764;16.946238
Jalgaon;Maharashtra;2703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2703;27;eng;54.549583;24.274893;75.725105;49.211807;29.71081;70.28919;46.5266;71.93269;28.067308;40.083332;42.933277;57.066723
Jalgaon;Maharashtra;2703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2703;27;math;33.098446;72.62771;27.37229;29.262032;86.850716;13.149282;27.686749;12.332747;87.66725;30.179365;76.86803;23.13197
Jalgaon;Maharashtra;2703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2703;27;mil;43.395325;88.5972;11.402799;46.90997;83.76861;16.231388;42.170105;11.302073;88.69793;41.85991;92.73045;7.2695446
Jalgaon;Maharashtra;2703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2703;27;sci;34.827908;90.994255;9.005745;34.363667;94.72375;5.2762527;32.68239;5.5576296;94.44237;32.2543;97.09773;2.9022708
Jalgaon;Maharashtra;2703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2703;27;sst;40.926685;80.1198;19.8802;38.222725;84.747375;15.252626;37.42765;21.145338;78.85466;36.67499;86.377144;13.622854
Buldana;Maharashtra;2704;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2704;27;evs;57.756725;60.815994;39.184006;63.9492;45.116318;54.883682;61.376377;53.495163;46.504837;66.1171;37.97979;62.02021
Buldana;Maharashtra;2704;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2704;27;language;63.828968;59.52636;40.47364;68.77793;52.027985;47.972015;66.228676;42.881386;57.118614;69.36133;53.241196;46.758804
Buldana;Maharashtra;2704;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2704;27;math;56.68494;62.014828;37.985172;62.90217;49.63939;50.36061;62.035046;53.92388;46.07612;65.80991;40.819244;59.180756
Buldana;Maharashtra;2704;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2704;27;evs;46.71095;71.075386;28.924616;48.828423;67.79124;32.20876;51.25529;42.815506;57.184494;34.665756;93.98657;6.013431
Buldana;Maharashtra;2704;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2704;27;language;51.093624;67.90308;32.09692;54.390526;59.62569;40.37431;51.656174;36.40974;63.59026;43.31589;69.51531;30.484688
Buldana;Maharashtra;2704;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2704;27;math;41.949512;78.084015;21.915983;40.62941;81.81359;18.18641;40.4973;20.036743;79.96326;31.119913;83.035904;16.964096
Buldana;Maharashtra;2704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2704;27;language;54.07636;67.574;32.426006;55.157078;61.421864;38.578136;51.881744;38.47182;61.52818;44.76245;73.24246;26.75754
Buldana;Maharashtra;2704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2704;27;math;36.344738;70.45552;29.544477;35.886555;72.48014;27.519855;34.17706;23.918875;76.08112;31.773531;79.90003;20.09997
Buldana;Maharashtra;2704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2704;27;sci;40.88428;66.41232;33.587677;39.539215;71.96438;28.03562;38.14419;22.606037;77.39396;32.322277;84.118065;15.881934
Buldana;Maharashtra;2704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2704;27;sst;41.269745;69.25327;30.746729;40.44312;78.27649;21.723515;39.646435;19.641876;80.35812;35.95913;77.54761;22.452394
Buldana;Maharashtra;2704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2704;27;eng;44.76306;42.386684;57.613316;40.947792;43.41735;56.58265;33.6291;39.36109;60.63891;40.008595;51.236477;48.763523
Buldana;Maharashtra;2704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2704;27;math;30.30744;83.32642;16.673578;29.533775;82.177765;17.822239;25.705437;8.76489;91.23511;26.587263;87.50714;12.492859
Buldana;Maharashtra;2704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2704;27;mil;42.89112;89.13933;10.860674;44.37549;88.622574;11.377429;40.529636;9.276411;90.72359;35.410343;97.08407;2.9159298
Buldana;Maharashtra;2704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2704;27;sci;35.813484;93.76837;6.2316318;34.430702;94.8614;5.138605;32.251015;4.746616;95.25339;29.260477;100;0
Buldana;Maharashtra;2704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2704;27;sst;35.091557;83.56229;16.437717;36.077057;87.81267;12.187331;32.116726;3.5729752;96.427025;38.045654;88.5255;11.474502
Akola;Maharashtra;2705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2705;27;evs;60.25101;51.441383;48.558617;59.26184;52.315384;47.684616;64.43456;58.605934;41.394066;72.49094;13.863153;86.13685
Akola;Maharashtra;2705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2705;27;language;64.334915;59.22774;40.77226;65.219635;56.52321;43.47679;69.94241;51.751568;48.248432;74.1243;42.595066;57.404934
Akola;Maharashtra;2705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2705;27;math;60.6087;52.08701;47.91299;59.68264;57.62616;42.37384;64.37683;58.845848;41.154152;72.88864;24.848526;75.151474
Akola;Maharashtra;2705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2705;27;evs;45.79251;73.4199;26.5801;45.789932;74.540215;25.459787;48.76902;30.08908;69.91092;55.073215;45.99935;54.00065
Akola;Maharashtra;2705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2705;27;language;50.962486;60.066616;39.933384;50.842052;63.64712;36.35288;47.61669;32.94521;67.054794;43.131203;71.543915;28.456087
Akola;Maharashtra;2705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2705;27;math;40.105263;82.47182;17.528185;39.589485;83.59071;16.409286;36.99679;19.042196;80.9578;40.729824;87.262825;12.737177
Akola;Maharashtra;2705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2705;27;language;51.365242;70.48894;29.511066;57.068016;60.62816;39.37184;52.300007;31.992609;68.00739;49.449047;72.62413;27.375872
Akola;Maharashtra;2705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2705;27;math;36.39081;73.36993;26.630074;33.99473;80.02023;19.979765;35.84367;30.246597;69.7534;38.270103;83.19544;16.804562
Akola;Maharashtra;2705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2705;27;sci;36.73769;72.84183;27.158176;38.360245;73.340126;26.659876;36.490147;18.519594;81.48041;36.067814;71.71376;28.286238
Akola;Maharashtra;2705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2705;27;sst;37.729027;79.86722;20.132784;40.43053;81.541985;18.458014;39.72749;20.088404;79.9116;39.574226;67.85994;32.140057
Akola;Maharashtra;2705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2705;27;eng;43.430737;47.181458;52.818542;43.09904;41.402378;58.597622;39.137863;51.301865;48.698135;33.32601;66.292564;33.70743
Akola;Maharashtra;2705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2705;27;math;29.372072;82.01931;17.98069;27.613865;88.7036;11.296398;27.614565;13.962535;86.03747;27.027876;86.164055;13.835947
Akola;Maharashtra;2705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2705;27;mil;37.318417;93.28116;6.718843;41.779995;90.43857;9.561428;39.98377;6.718267;93.28173;36.73906;86.807816;13.192187
Akola;Maharashtra;2705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2705;27;sci;34.83755;89.45271;10.547284;32.433277;94.75894;5.2410574;31.348612;1.0664048;98.93359;25.113115;100;0
Akola;Maharashtra;2705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2705;27;sst;34.037067;89.19004;10.80996;34.82139;88.096954;11.903048;33.26399;12.322898;87.6771;33.44474;84.78036;15.219643
Washim;Maharashtra;2706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2706;27;evs;65.30319;41.857216;58.142784;59.27844;55.487553;44.512447;65.84976;59.652634;40.347366;65.52204;35.571415;64.42858
Washim;Maharashtra;2706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2706;27;language;70.46604;45.993458;54.006542;62.454338;65.23552;34.76448;70.330635;49.113297;50.886703;67.10314;61.546555;38.453445
Washim;Maharashtra;2706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2706;27;math;61.26874;47.82474;52.17526;57.774136;58.28048;41.71952;67.95111;63.701775;36.298225;63.095715;54.163136;45.836864
Washim;Maharashtra;2706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2706;27;evs;52.98525;62.7471;37.2529;59.14613;48.525845;51.474155;60.364998;55.72458;44.27542;54.63084;50.524208;49.475792
Washim;Maharashtra;2706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2706;27;language;61.17831;51.74778;48.25222;63.924362;47.63082;52.36918;65.487434;56.905945;43.094055;57.068447;57.669834;42.330166
Washim;Maharashtra;2706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2706;27;math;50.039585;67.19603;32.803974;53.131367;60.18211;39.81789;55.116467;42.014095;57.985905;51.870667;57.037464;42.962536
Washim;Maharashtra;2706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2706;27;language;52.31087;63.081245;36.918755;55.425705;61.478653;38.521347;53.978745;40.28609;59.71391;48.205166;75.51015;24.48985
Washim;Maharashtra;2706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2706;27;math;40.40803;65.018326;34.981674;37.87957;66.05354;33.94646;39.296627;41.258747;58.741253;32.394405;91.45734;8.54266
Washim;Maharashtra;2706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2706;27;sci;37.44583;81.345436;18.654562;39.189377;71.25943;28.740574;39.35964;27.261993;72.73801;33.56476;85.85579;14.144207
Washim;Maharashtra;2706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2706;27;sst;37.586746;84.64749;15.352505;39.79053;76.00519;23.994814;40.874535;24.89659;75.10341;41.585102;69.787125;30.212877
Washim;Maharashtra;2706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2706;27;eng;39.492958;45.516453;54.483547;42.029823;38.59377;61.40623;40.382275;58.667236;41.332764;35.090397;46.245296;53.754704
