district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;district_percentage;district_standard_error;district_below_basic;district_basic;district_proficient;district_advanced;state_percentage;state_standard_error;state_below_basic;state_basic;state_proficient;state_advanced;national_percentage;national_standard_error;national_below_basic;national_basic;national_proficient;national_advanced
East Garo Hills;Meghalaya;1702;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1702;17;language;42.95132;0.97;63.384026;16.343208;12.989714;7.2830534;51.86751;0.31;46.93215;25.717495;19.065428;8.284927;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
East Garo Hills;Meghalaya;1702;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1702;17;math;36.81791;0.82;55.341652;27.895838;15.150063;1.6124475;44.54553;0.26;42.390175;34.024353;18.645582;4.939891;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
East Garo Hills;Meghalaya;1702;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1702;17;evs;31.9858;0.6102062;67.02034;27.957876;4.8936396;0.12814525;39.53951;0.22940399;51.752796;31.055065;14.264533;2.9276075;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
East Garo Hills;Meghalaya;1702;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1702;17;language;36.002766;0.8176256;46.46668;42.084286;10.137393;1.311641;46.987976;0.30008608;31.38561;41.106705;19.91013;7.597555;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
East Garo Hills;Meghalaya;1702;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1702;17;math;26.599821;0.4983695;65.55337;33.282864;1.1637667;0;33.18083;0.2069081;55.506123;34.687107;7.086099;2.7206717;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
East Garo Hills;Meghalaya;1702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1702;17;language;31.873747;0.63;63.085632;32.174206;3.6333132;1.1068481;43.523434;0.24;39.165756;40.257526;13.5062895;7.070429;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
East Garo Hills;Meghalaya;1702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1702;17;math;24.526041;0.34;49.361153;49.31895;1.3199003;0;28.01267;0.14;40.959145;52.333588;5.849989;0.8572795;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
East Garo Hills;Meghalaya;1702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1702;17;sci;27.869802;0.41;73.64286;23.714245;2.6428964;0;33.52325;0.15;54.732357;32.74168;9.668647;2.8573163;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
East Garo Hills;Meghalaya;1702;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1702;17;sst;28.938393;0.41;75.1375;23.138676;1.3291107;0.39471796;32.80291;0.15;57.221928;35.55221;5.7424517;1.4834106;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
East Garo Hills;Meghalaya;1702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1702;17;eng;34.00181;0.87;39.15607;21.410591;31.007961;8.425378;43.88527;0.25;22.10411;16.603762;42.124184;19.167946;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
East Garo Hills;Meghalaya;1702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1702;17;math;24.683327;0.43;45.783237;50.450954;3.7658107;0;26.41469;0.14;42.978863;49.357346;6.765574;0.89822;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
East Garo Hills;Meghalaya;1702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1702;17;mil;23.34152;0.69;97.3273;2.6726968;0;0;26.821905;0.22;90.21523;8.218768;1.5323229;0.033678126;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
East Garo Hills;Meghalaya;1702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1702;17;sci;28.912525;0.46;91.31667;7.6601143;0.54571456;0.47750026;32.058937;0.15;82.239655;14.027573;3.3793352;0.35343412;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
East Garo Hills;Meghalaya;1702;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1702;17;sst;29.801943;0.56;87.23619;10.282637;2.4811697;0;33.480972;0.16;73.24228;19.141594;6.9046354;0.7114876;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
South Garo Hills;Meghalaya;1703;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1703;17;evs;43.295597;0.87;40.965225;38.414196;17.892912;2.727665;49.381336;0.28;34.95901;34.344273;23.754486;6.942231;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
South Garo Hills;Meghalaya;1703;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1703;17;language;45.137753;0.96;55.573997;27.962727;12.247187;4.21609;51.86751;0.31;46.93215;25.717495;19.065428;8.284927;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
South Garo Hills;Meghalaya;1703;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1703;17;math;39.397488;0.77;51.306458;34.57831;12.45888;1.656352;44.54553;0.26;42.390175;34.024353;18.645582;4.939891;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
South Garo Hills;Meghalaya;1703;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1703;17;evs;37.102585;0.7596687;54.655445;35.09569;9.10286;1.1460012;39.53951;0.22940399;51.752796;31.055065;14.264533;2.9276075;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
South Garo Hills;Meghalaya;1703;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1703;17;language;40.674885;0.9448204;34.548172;49.41189;13.624964;2.414977;46.987976;0.30008608;31.38561;41.106705;19.91013;7.597555;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
South Garo Hills;Meghalaya;1703;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1703;17;math;28.532497;0.6347401;65.26972;30.828701;3.3014193;0.6001563;33.18083;0.2069081;55.506123;34.687107;7.086099;2.7206717;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
South Garo Hills;Meghalaya;1703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1703;17;language;33.128933;0.74;61.571716;31.66443;5.6827297;1.0811226;43.523434;0.24;39.165756;40.257526;13.5062895;7.070429;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
South Garo Hills;Meghalaya;1703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1703;17;math;26.103045;0.37;47.010567;49.75221;3.2372246;0;28.01267;0.14;40.959145;52.333588;5.849989;0.8572795;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
South Garo Hills;Meghalaya;1703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1703;17;sci;28.02637;0.47;71.87132;24.312082;3.1250503;0.6915438;33.52325;0.15;54.732357;32.74168;9.668647;2.8573163;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
South Garo Hills;Meghalaya;1703;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1703;17;sst;28.044857;0.5;75.31778;21.88869;1.8620853;0.93144083;32.80291;0.15;57.221928;35.55221;5.7424517;1.4834106;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
South Garo Hills;Meghalaya;1703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1703;17;eng;31.146408;0.64;42.59782;24.390219;30.404589;2.6073737;43.88527;0.25;22.10411;16.603762;42.124184;19.167946;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
South Garo Hills;Meghalaya;1703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1703;17;math;24.129425;0.49;49.818813;47.6206;2.2794485;0.28113472;26.41469;0.14;42.978863;49.357346;6.765574;0.89822;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
South Garo Hills;Meghalaya;1703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1703;17;mil;24.713364;0.79;97.57426;2.425742;0;0;26.821905;0.22;90.21523;8.218768;1.5323229;0.033678126;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
South Garo Hills;Meghalaya;1703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1703;17;sci;26.735483;0.45;97.37455;2.625453;0;0;32.058937;0.15;82.239655;14.027573;3.3793352;0.35343412;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
South Garo Hills;Meghalaya;1703;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1703;17;sst;28.429043;0.46;90.99982;8.592993;0.40719378;0;33.480972;0.16;73.24228;19.141594;6.9046354;0.7114876;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
West Khasi Hills;Meghalaya;1704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1704;17;language;27.772507;4.73;83.88406;13.486165;2.6297743;0;43.523434;0.24;39.165756;40.257526;13.5062895;7.070429;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
West Khasi Hills;Meghalaya;1704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1704;17;math;24.378445;2.25;39.87111;60.12889;0;0;28.01267;0.14;40.959145;52.333588;5.849989;0.8572795;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
West Khasi Hills;Meghalaya;1704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1704;17;sci;27.908995;2.66;85.84868;10.848677;3.302646;0;33.52325;0.15;54.732357;32.74168;9.668647;2.8573163;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
West Khasi Hills;Meghalaya;1704;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1704;17;sst;32.51337;3.61;74.47437;22.247322;3.2783089;0;32.80291;0.15;57.221928;35.55221;5.7424517;1.4834106;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
West Khasi Hills;Meghalaya;1704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1704;17;eng;56.61905;3.89;15.277778;6.851852;30.462963;47.407406;43.88527;0.25;22.10411;16.603762;42.124184;19.167946;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
West Khasi Hills;Meghalaya;1704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1704;17;math;31.688713;2.27;25.231482;52.391975;22.376543;0;26.41469;0.14;42.978863;49.357346;6.765574;0.89822;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
West Khasi Hills;Meghalaya;1704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1704;17;mil;16.086956;2.01;100;0;0;0;26.821905;0.22;90.21523;8.218768;1.5323229;0.033678126;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
West Khasi Hills;Meghalaya;1704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1704;17;sci;40.703064;3.17;51.54321;25;23.45679;0;32.058937;0.15;82.239655;14.027573;3.3793352;0.35343412;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
West Khasi Hills;Meghalaya;1704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1704;17;sst;40.276577;2.35;52.199074;18.63426;29.166666;0;33.480972;0.16;73.24228;19.141594;6.9046354;0.7114876;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
Ri Bhoi;Meghalaya;1705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1705;17;evs;49.44849;0.85;31.569485;39.14048;25.423977;3.86606;49.381336;0.28;34.95901;34.344273;23.754486;6.942231;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
Ri Bhoi;Meghalaya;1705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1705;17;language;52.689735;0.96;45.596058;27.039686;18.097042;9.267212;51.86751;0.31;46.93215;25.717495;19.065428;8.284927;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
Ri Bhoi;Meghalaya;1705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1705;17;math;45.375984;0.78;38.462273;39.159424;18.980192;3.3981113;44.54553;0.26;42.390175;34.024353;18.645582;4.939891;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
Ri Bhoi;Meghalaya;1705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;evs;34.27706;0.5977297;61.85998;33.06365;4.361436;0.71493524;39.53951;0.22940399;51.752796;31.055065;14.264533;2.9276075;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
Ri Bhoi;Meghalaya;1705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;language;40.638584;0.83418965;37.59846;47.807312;12.088002;2.506222;46.987976;0.30008608;31.38561;41.106705;19.91013;7.597555;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Ri Bhoi;Meghalaya;1705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;math;27.414244;0.51955956;66.11388;31.286535;2.1147664;0.48481938;33.18083;0.2069081;55.506123;34.687107;7.086099;2.7206717;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;language;43.630917;0.71;32.19528;51.312145;12.0223465;4.4702315;43.523434;0.24;39.165756;40.257526;13.5062895;7.070429;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;math;27.341688;0.36;43.60359;51.71247;4.4209814;0.26295832;28.01267;0.14;40.959145;52.333588;5.849989;0.8572795;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;sci;32.146088;0.46;56.021637;36.296913;5.980064;1.7013845;33.52325;0.15;54.732357;32.74168;9.668647;2.8573163;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;sst;32.98289;0.43;56.4274;37.898605;4.0944085;1.5795857;32.80291;0.15;57.221928;35.55221;5.7424517;1.4834106;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;eng;44.58501;0.7;18.067762;16.01804;48.047344;17.866852;43.88527;0.25;22.10411;16.603762;42.124184;19.167946;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;math;25.095669;0.34;48.10962;46.593666;5.2967143;0;26.41469;0.14;42.978863;49.357346;6.765574;0.89822;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;mil;29.699492;0.71;81.53519;16.008644;2.1476493;0.30852056;26.821905;0.22;90.21523;8.218768;1.5323229;0.033678126;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;sci;31.9495;0.42;86.492;10.831017;2.6769865;0;32.058937;0.15;82.239655;14.027573;3.3793352;0.35343412;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;sst;33.41012;0.44;72.742195;22.424688;4.0299196;0.80320096;33.480972;0.16;73.24228;19.141594;6.9046354;0.7114876;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
East Khasi Hills;Meghalaya;1706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1706;17;evs;57.842407;0.84;23.722458;31.875223;32.717762;11.684554;49.381336;0.28;34.95901;34.344273;23.754486;6.942231;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
East Khasi Hills;Meghalaya;1706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1706;17;language;60.953644;0.98;32.689;28.176771;26.829544;12.304686;51.86751;0.31;46.93215;25.717495;19.065428;8.284927;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
East Khasi Hills;Meghalaya;1706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1706;17;math;52.16463;0.8;29.432846;36.170055;24.998573;9.398523;44.54553;0.26;42.390175;34.024353;18.645582;4.939891;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
East Khasi Hills;Meghalaya;1706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;evs;46.58058;0.67690516;38.22423;33.133404;21.872026;6.770338;39.53951;0.22940399;51.752796;31.055065;14.264533;2.9276075;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
East Khasi Hills;Meghalaya;1706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;language;58.153004;0.84936655;17.152962;37.9291;30.181116;14.736821;46.987976;0.30008608;31.38561;41.106705;19.91013;7.597555;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
East Khasi Hills;Meghalaya;1706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;math;38.958218;0.6575266;44.524643;38.72104;10.699555;6.0547633;33.18083;0.2069081;55.506123;34.687107;7.086099;2.7206717;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;language;55.182762;0.72;19.685175;41.94137;22.090252;16.283205;43.523434;0.24;39.165756;40.257526;13.5062895;7.070429;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;math;29.59503;0.35;35.963306;55.165054;7.2052736;1.6663662;28.01267;0.14;40.959145;52.333588;5.849989;0.8572795;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;sci;39.502087;0.47;37.304142;37.839516;18.395218;6.461123;33.52325;0.15;54.732357;32.74168;9.668647;2.8573163;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;sst;37.1447;0.4;40.73643;46.317455;10.361855;2.5842595;32.80291;0.15;57.221928;35.55221;5.7424517;1.4834106;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;eng;54.296818;0.71;8.090878;11.646574;45.305027;34.957523;43.88527;0.25;22.10411;16.603762;42.124184;19.167946;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;math;27.554237;0.38;40.365425;49.45365;8.913045;1.2678767;26.41469;0.14;42.978863;49.357346;6.765574;0.89822;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;mil;28.645567;0.63;83.06178;14.023284;2.9149356;0;26.821905;0.22;90.21523;8.218768;1.5323229;0.033678126;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;sci;35.84569;0.45;71.30887;22.15314;5.743019;0.794972;32.058937;0.15;82.239655;14.027573;3.3793352;0.35343412;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;sst;38.308983;0.5;57.185417;27.24927;13.923758;1.6415571;33.480972;0.16;73.24228;19.141594;6.9046354;0.7114876;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
West Jaintia Hills;Meghalaya;1707;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1707;17;evs;45.894547;0.81;39.86981;34.235317;20.487675;5.4071994;49.381336;0.28;34.95901;34.344273;23.754486;6.942231;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
West Jaintia Hills;Meghalaya;1707;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1707;17;language;48.16581;0.91;53.862488;24.418875;17.05052;4.6681166;51.86751;0.31;46.93215;25.717495;19.065428;8.284927;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
West Jaintia Hills;Meghalaya;1707;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1707;17;math;41.18263;0.78;49.41252;32.095646;14.669296;3.8225362;44.54553;0.26;42.390175;34.024353;18.645582;4.939891;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
West Jaintia Hills;Meghalaya;1707;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;evs;37.9487;0.6655688;55.208794;28.933348;14.515682;1.3421751;39.53951;0.22940399;51.752796;31.055065;14.264533;2.9276075;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
West Jaintia Hills;Meghalaya;1707;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;language;45.091637;0.9079116;33.829895;41.339584;17.909782;6.920734;46.987976;0.30008608;31.38561;41.106705;19.91013;7.597555;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
West Jaintia Hills;Meghalaya;1707;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;math;33.42112;0.5961196;54.139557;34.440807;10.181715;1.2379216;33.18083;0.2069081;55.506123;34.687107;7.086099;2.7206717;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;language;45.65284;0.72;30.433035;49.181007;15.391666;4.994291;43.523434;0.24;39.165756;40.257526;13.5062895;7.070429;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;math;28.618458;0.46;41.341602;51.15196;6.323899;1.1825408;28.01267;0.14;40.959145;52.333588;5.849989;0.8572795;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;sci;33.717293;0.45;52.932316;35.443413;9.138003;2.4862654;33.52325;0.15;54.732357;32.74168;9.668647;2.8573163;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;sst;34.255474;0.46;51.017204;41.896423;5.324848;1.7615242;32.80291;0.15;57.221928;35.55221;5.7424517;1.4834106;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
West Jaintia Hills;Meghalaya;1707;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1707;17;eng;43.740944;0.68;17.07527;13.647993;56.378666;12.898072;43.88527;0.25;22.10411;16.603762;42.124184;19.167946;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
