district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban;urban_basic_and_below_basic;urban_proficient_and_advance
West Khasi Hills;Meghalaya;1704;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1704;17;sst;0;0;0;40.276577;70.833336;29.166666
Ri Bhoi;Meghalaya;1705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1705;17;evs;49.053707;71.23679;28.763205;56.7743;60.933777;39.066223
Ri Bhoi;Meghalaya;1705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1705;17;language;51.878784;74.17843;25.821568;67.542564;44.380924;55.619076
Ri Bhoi;Meghalaya;1705;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1705;17;math;44.92102;78.697105;21.302896;53.833447;57.63062;42.36938
Ri Bhoi;Meghalaya;1705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;evs;32.966026;95.959076;4.0409203;42.602257;88.34843;11.65157
Ri Bhoi;Meghalaya;1705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;language;38.574265;88.701225;11.298779;54.04755;63.99993;36.00007
Ri Bhoi;Meghalaya;1705;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;math;26.86931;97.99573;2.004276;30.86809;93.627266;6.3727326
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;language;43.156082;84.47547;15.5245285;47.621433;75.3719;24.628098
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;math;27.21506;95.73104;4.268955;28.398102;91.85403;8.145977
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;sci;31.78531;93.025955;6.9740467;35.161102;86.40679;13.59321
Ri Bhoi;Meghalaya;1705;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1705;17;sst;32.803337;95.29074;4.7092557;34.462734;86.37482;13.625184
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;eng;44.242207;34.385548;65.61445;48.185787;30.937338;69.06266
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;math;25.24629;94.55609;5.4439106;23.486618;96.27574;3.7242613
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;mil;30.060078;97.54658;2.4534225;25.031948;97.50827;2.4917312
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;sci;31.664877;97.20608;2.7939208;34.95598;98.5582;1.4418036
Ri Bhoi;Meghalaya;1705;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1705;17;sst;33.39229;94.8553;5.144703;33.59963;98.47898;1.5210167
East Khasi Hills;Meghalaya;1706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1706;17;evs;56.19924;57.44509;42.55491;63.266216;49.499695;50.500305
East Khasi Hills;Meghalaya;1706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1706;17;language;57.87379;64.80757;35.19243;71.6609;47.161934;52.838066
East Khasi Hills;Meghalaya;1706;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1706;17;math;51.75416;63.54589;36.45411;53.525978;72.42513;27.574863
East Khasi Hills;Meghalaya;1706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;evs;44.5871;75.033844;24.966154;49.508076;65.95899;34.041008
East Khasi Hills;Meghalaya;1706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;language;54.504158;62.254852;37.745148;63.49961;44.57185;55.42815
East Khasi Hills;Meghalaya;1706;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;math;38.50858;82.80665;17.193352;39.618603;83.89049;16.109512
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;language;48.362926;74.052666;25.947336;65.41715;42.978897;57.021103
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;math;28.741951;92.83792;7.162082;30.869421;88.5745;11.425503
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;sci;36.68983;80.66731;19.332691;43.73206;66.83542;33.16458
East Khasi Hills;Meghalaya;1706;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1706;17;sst;34.929657;91.52399;8.476016;40.460384;80.3626;19.637396
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;eng;49.4027;23.89415;76.10585;64.11789;11.3961735;88.60383
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;math;26.612463;92.050865;7.949136;29.42122;85.39476;14.605241
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;mil;29.53505;96.80182;3.198182;26.578423;97.743324;2.2566755
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;sci;33.98509;94.737305;5.2626934;39.518654;90.94447;9.055526
East Khasi Hills;Meghalaya;1706;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1706;17;sst;36.4215;88.22401;11.775992;42.079193;76.865585;23.134418
West Jaintia Hills;Meghalaya;1707;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1707;17;evs;44.275913;76.204704;23.795296;54.83054;62.513985;37.486015
West Jaintia Hills;Meghalaya;1707;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1707;17;language;45.670452;79.51025;20.489754;61.821144;71.55655;28.44345
West Jaintia Hills;Meghalaya;1707;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1707;17;math;39.373665;83.24832;16.75168;51.114857;71.95376;28.046244
West Jaintia Hills;Meghalaya;1707;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;evs;34.3145;89.44729;10.552711;45.842545;72.61885;27.381153
West Jaintia Hills;Meghalaya;1707;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;language;40.547905;82.452065;17.547937;55.083946;59.154057;40.845943
West Jaintia Hills;Meghalaya;1707;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;math;31.36586;91.86642;8.133586;37.931896;81.36832;18.631687
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;language;42.41815;85.06057;14.939433;50.89041;70.7951;29.204903
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;math;28.369625;93.677666;6.3223314;29.024368;90.56197;9.4380245
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;sci;32.855198;90.17502;9.82498;35.106903;85.47546;14.524545
West Jaintia Hills;Meghalaya;1707;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1707;17;sst;32.601982;94.85041;5.149592;36.93562;89.77431;10.225691
West Jaintia Hills;Meghalaya;1707;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1707;17;eng;44.298725;28.623081;71.376915;42.302128;36.14076;63.85924
West Jaintia Hills;Meghalaya;1707;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1707;17;math;26.273048;94.04777;5.9522305;29.356775;84.70701;15.292992
West Jaintia Hills;Meghalaya;1707;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1707;17;mil;27.23217;93.061905;6.938098;23.423666;100;0
West Jaintia Hills;Meghalaya;1707;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1707;17;sci;31.231014;98.446205;1.5537927;32.871082;95.87771;4.122288
West Jaintia Hills;Meghalaya;1707;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1707;17;sst;31.91144;95.07536;4.924638;32.22908;97.78878;2.2112224
North Garo Hills;Meghalaya;1708;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1708;17;evs;43.201508;80.78138;19.218618;37.88904;90.04806;9.951941
North Garo Hills;Meghalaya;1708;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1708;17;language;46.0008;83.12797;16.872036;42.930054;87.10597;12.894031
North Garo Hills;Meghalaya;1708;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1708;17;math;37.445885;89.505806;10.494193;35.439;91.932976;8.067028
North Garo Hills;Meghalaya;1708;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1708;17;evs;33.80932;90.214966;9.785032;34.4605;88.14356;11.856438
North Garo Hills;Meghalaya;1708;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1708;17;language;36.602993;86.99791;13.002088;40.106197;83.51421;16.485785
North Garo Hills;Meghalaya;1708;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1708;17;math;28.048622;97.22712;2.7728791;27.566637;98.83701;1.1629881
North Garo Hills;Meghalaya;1708;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1708;17;language;30.957584;96.26189;3.7381163;34.923756;89.81772;10.182279
North Garo Hills;Meghalaya;1708;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1708;17;math;25.174505;97.807724;2.1922789;26.201414;97.23821;2.7617848
North Garo Hills;Meghalaya;1708;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1708;17;sci;27.207823;97.91762;2.0823846;31.198101;93.37416;6.625841
North Garo Hills;Meghalaya;1708;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1708;17;sst;27.32019;98.6711;1.3289067;30.008276;96.81927;3.1807346
North Garo Hills;Meghalaya;1708;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1708;17;eng;29.364618;71.94325;28.056747;38.201748;38.23893;61.76107
North Garo Hills;Meghalaya;1708;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1708;17;math;24.035593;97.14214;2.8578606;25.293787;98.146614;1.8533866
North Garo Hills;Meghalaya;1708;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1708;17;mil;24.224176;100;0;23.475834;100;0
North Garo Hills;Meghalaya;1708;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1708;17;sci;25.599997;100;0;28.530174;100;0
North Garo Hills;Meghalaya;1708;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1708;17;sst;27.661375;99.40913;0.5908744;29.28034;99.07031;0.9296909
East Jaintia Hills;Meghalaya;1709;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1709;17;evs;51.50911;65.28649;34.713505;0;0;0
East Jaintia Hills;Meghalaya;1709;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1709;17;language;55.887768;63.698597;36.301403;0;0;0
East Jaintia Hills;Meghalaya;1709;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1709;17;math;48.3663;69.75723;30.242767;0;0;0
East Jaintia Hills;Meghalaya;1709;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1709;17;evs;38.578568;82.32506;17.674944;0;0;0
East Jaintia Hills;Meghalaya;1709;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1709;17;language;44.952988;77.058685;22.941315;0;0;0
East Jaintia Hills;Meghalaya;1709;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1709;17;math;35.3994;87.57792;12.422084;0;0;0
East Jaintia Hills;Meghalaya;1709;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1709;17;language;40.16393;87.11617;12.883823;0;0;0
East Jaintia Hills;Meghalaya;1709;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1709;17;math;30.548658;86.26739;13.732611;0;0;0
East Jaintia Hills;Meghalaya;1709;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1709;17;sci;31.986315;89.10019;10.89981;0;0;0
East Jaintia Hills;Meghalaya;1709;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1709;17;sst;32.1753;91.04572;8.954276;0;0;0
East Jaintia Hills;Meghalaya;1709;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1709;17;eng;36.917686;48.096996;51.903004;0;0;0
East Jaintia Hills;Meghalaya;1709;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1709;17;math;27.0155;93.20187;6.798125;0;0;0
East Jaintia Hills;Meghalaya;1709;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1709;17;mil;25.243536;99.51212;0.4878804;0;0;0
East Jaintia Hills;Meghalaya;1709;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1709;17;sci;31.076143;97.919914;2.0800848;0;0;0
East Jaintia Hills;Meghalaya;1709;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1709;17;sst;30.217718;97.43289;2.5671077;0;0;0
South West Khasi Hills;Meghalaya;1710;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1710;17;evs;46.70327;71.86402;28.135975;0;0;0
South West Khasi Hills;Meghalaya;1710;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1710;17;language;49.6031;74.93292;25.067076;0;0;0
South West Khasi Hills;Meghalaya;1710;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1710;17;math;42.872288;78.120125;21.879871;0;0;0
South West Khasi Hills;Meghalaya;1710;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1710;17;evs;35.90207;87.4044;12.595596;0;0;0
South West Khasi Hills;Meghalaya;1710;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1710;17;language;44.82235;76.01376;23.98624;0;0;0
South West Khasi Hills;Meghalaya;1710;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1710;17;math;32.22364;89.225075;10.774927;0;0;0
South West Khasi Hills;Meghalaya;1710;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1710;17;language;37.75499;91.084175;8.915824;0;0;0
South West Khasi Hills;Meghalaya;1710;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1710;17;math;27.81802;91.67728;8.322724;0;0;0
South West Khasi Hills;Meghalaya;1710;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1710;17;sci;32.172176;91.70182;8.298182;0;0;0
South West Khasi Hills;Meghalaya;1710;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1710;17;sst;32.42722;91.37153;8.62847;0;0;0
South West Khasi Hills;Meghalaya;1710;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1710;17;eng;38.546455;46.192364;53.807636;0;0;0
South West Khasi Hills;Meghalaya;1710;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1710;17;math;25.818554;92.971725;7.028275;0;0;0
South West Khasi Hills;Meghalaya;1710;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1710;17;mil;22.906012;100;0;0;0;0
South West Khasi Hills;Meghalaya;1710;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1710;17;sci;30.485594;99.255714;0.7442873;0;0;0
South West Khasi Hills;Meghalaya;1710;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1710;17;sst;32.91985;92.36614;7.633861;0;0;0
South West Garo Hills;Meghalaya;1711;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1711;17;evs;39.622036;79.02304;20.97696;0;0;0
South West Garo Hills;Meghalaya;1711;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1711;17;language;41.423107;82.23763;17.762367;0;0;0
South West Garo Hills;Meghalaya;1711;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1711;17;math;37.805824;81.92078;18.079227;0;0;0
South West Garo Hills;Meghalaya;1711;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1711;17;evs;40.286007;80.11086;19.88914;0;0;0
South West Garo Hills;Meghalaya;1711;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1711;17;language;43.066196;74.74799;25.252008;0;0;0
South West Garo Hills;Meghalaya;1711;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1711;17;math;33.59998;88.88215;11.117849;0;0;0
South West Garo Hills;Meghalaya;1711;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1711;17;language;33.914295;93.56829;6.4317093;0;0;0
South West Garo Hills;Meghalaya;1711;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1711;17;math;27.117245;93.078415;6.9215813;0;0;0
South West Garo Hills;Meghalaya;1711;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1711;17;sci;28.329546;96.5546;3.445393;0;0;0
South West Garo Hills;Meghalaya;1711;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1711;17;sst;29.231226;95.383484;4.6165147;0;0;0
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;eng;38.834095;53.842224;46.157776;0;0;0
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;math;26.680264;92.481575;7.5184245;0;0;0
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;mil;26.290354;100;0;0;0;0
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;sci;31.56316;98.05295;1.9470521;0;0;0
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;sst;30.903084;95.450294;4.5497055;0;0;0
Senapati;Manipur;1401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1401;14;evs;69.1774;37.25857;62.74143;0;0;0
Senapati;Manipur;1401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1401;14;language;74.31173;40.8882;59.1118;0;0;0
Senapati;Manipur;1401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1401;14;math;64.867035;43.252144;56.747856;0;0;0
Senapati;Manipur;1401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;evs;62.068844;45.19216;54.80784;0;0;0
Senapati;Manipur;1401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;language;71.89047;31.106222;68.893776;0;0;0
Senapati;Manipur;1401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;math;54.556255;58.50177;41.49823;0;0;0
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;language;58.534027;58.505844;41.494156;0;0;0
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;math;30.812338;86.195786;13.804212;0;0;0
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;sci;39.741306;76.49527;23.504732;0;0;0
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;sst;41.184147;79.02414;20.975857;0;0;0
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;eng;55.381233;11.395424;88.604576;0;0;0
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;math;30.068531;85.40874;14.59126;0;0;0
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;mil;27.854883;100;0;0;0;0
